==========================================
SLURM_JOB_ID = 7458644
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/22.05.9.p2
Loading slurm/22.05.9.p2
Loading openmpi/4.1.5
+ python MLP.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
Fold 1/5
Epoch [1/100], Training Loss: 0.6886, Training Accuracy: 57.64%, Test Accuracy: 49.49%
Epoch [65/100], Training Loss: 0.3738, Training Accuracy: 94.44%, Test Accuracy: 87.63%
Epoch [66/100], Training Loss: 0.3754, Training Accuracy: 94.19%, Test Accuracy: 88.89%
Epoch [67/100], Training Loss: 0.3727, Training Accuracy: 94.44%, Test Accuracy: 88.89%
Epoch [68/100], Training Loss: 0.3698, Training Accuracy: 95.14%, Test Accuracy: 88.89%
Epoch [69/100], Training Loss: 0.3722, Training Accuracy: 94.51%, Test Accuracy: 86.87%
Epoch [70/100], Training Loss: 0.3768, Training Accuracy: 94.13%, Test Accuracy: 88.38%
Epoch [71/100], Training Loss: 0.3699, Training Accuracy: 94.76%, Test Accuracy: 89.39%
Epoch [72/100], Training Loss: 0.3692, Training Accuracy: 94.95%, Test Accuracy: 89.14%
Epoch [73/100], Training Loss: 0.3688, Training Accuracy: 95.08%, Test Accuracy: 88.64%
Epoch [74/100], Training Loss: 0.3663, Training Accuracy: 95.33%, Test Accuracy: 88.64%
Epoch [75/100], Training Loss: 0.3669, Training Accuracy: 95.27%, Test Accuracy: 88.13%
Epoch [76/100], Training Loss: 0.3674, Training Accuracy: 95.08%, Test Accuracy: 88.38%
Epoch [77/100], Training Loss: 0.3697, Training Accuracy: 94.76%, Test Accuracy: 88.64%
Epoch [78/100], Training Loss: 0.3654, Training Accuracy: 95.52%, Test Accuracy: 89.39%
Epoch [79/100], Training Loss: 0.3654, Training Accuracy: 95.39%, Test Accuracy: 88.38%
Epoch [80/100], Training Loss: 0.3644, Training Accuracy: 95.27%, Test Accuracy: 88.38%
Epoch [81/100], Training Loss: 0.3634, Training Accuracy: 95.52%, Test Accuracy: 89.39%
Epoch [82/100], Training Loss: 0.3614, Training Accuracy: 95.77%, Test Accuracy: 87.63%
Epoch [83/100], Training Loss: 0.3607, Training Accuracy: 95.83%, Test Accuracy: 88.64%
Epoch [84/100], Training Loss: 0.3617, Training Accuracy: 95.45%, Test Accuracy: 88.89%
Epoch [85/100], Training Loss: 0.3596, Training Accuracy: 95.83%, Test Accuracy: 90.15%
Epoch [86/100], Training Loss: 0.3604, Training Accuracy: 95.71%, Test Accuracy: 87.63%
Epoch [87/100], Training Loss: 0.3606, Training Accuracy: 95.39%, Test Accuracy: 89.90%
Epoch [88/100], Training Loss: 0.3621, Training Accuracy: 95.77%, Test Accuracy: 87.63%
Epoch [89/100], Training Loss: 0.3609, Training Accuracy: 95.83%, Test Accuracy: 88.89%
Epoch [90/100], Training Loss: 0.3580, Training Accuracy: 95.83%, Test Accuracy: 88.38%
Epoch [91/100], Training Loss: 0.3603, Training Accuracy: 95.90%, Test Accuracy: 88.89%
Epoch [92/100], Training Loss: 0.3601, Training Accuracy: 95.58%, Test Accuracy: 88.89%
Epoch [93/100], Training Loss: 0.3568, Training Accuracy: 96.09%, Test Accuracy: 89.14%
Epoch [94/100], Training Loss: 0.3574, Training Accuracy: 96.02%, Test Accuracy: 88.89%
Epoch [95/100], Training Loss: 0.3566, Training Accuracy: 96.09%, Test Accuracy: 89.14%
Epoch [96/100], Training Loss: 0.3536, Training Accuracy: 96.46%, Test Accuracy: 88.89%
Epoch [97/100], Training Loss: 0.3562, Training Accuracy: 96.21%, Test Accuracy: 88.89%
Epoch [98/100], Training Loss: 0.3562, Training Accuracy: 96.15%, Test Accuracy: 88.89%
Epoch [99/100], Training Loss: 0.3567, Training Accuracy: 95.90%, Test Accuracy: 89.39%
Epoch [100/100], Training Loss: 0.3552, Training Accuracy: 95.90%, Test Accuracy: 88.13%
Finished Training
Final Evaluation: Precision: 0.8876, Recall: 0.8813, F1 Score: 0.8809, Accuracy: 0.8813
Fold 2/5
Epoch [1/100], Training Loss: 0.6913, Training Accuracy: 56.19%, Test Accuracy: 54.80%
Epoch [2/100], Training Loss: 0.6876, Training Accuracy: 56.31%, Test Accuracy: 54.80%
Epoch [3/100], Training Loss: 0.6841, Training Accuracy: 56.31%, Test Accuracy: 54.80%
Epoch [4/100], Training Loss: 0.6803, Training Accuracy: 56.31%, Test Accuracy: 54.80%
Epoch [5/100], Training Loss: 0.6753, Training Accuracy: 56.44%, Test Accuracy: 54.80%
Epoch [6/100], Training Loss: 0.6694, Training Accuracy: 56.76%, Test Accuracy: 54.80%
Epoch [7/100], Training Loss: 0.6619, Training Accuracy: 57.83%, Test Accuracy: 55.05%
Epoch [8/100], Training Loss: 0.6536, Training Accuracy: 61.36%, Test Accuracy: 64.39%
Epoch [9/100], Training Loss: 0.6427, Training Accuracy: 65.21%, Test Accuracy: 67.68%
Epoch [10/100], Training Loss: 0.6297, Training Accuracy: 69.95%, Test Accuracy: 75.00%
Epoch [11/100], Training Loss: 0.6139, Training Accuracy: 74.94%, Test Accuracy: 76.01%
Epoch [12/100], Training Loss: 0.5995, Training Accuracy: 77.15%, Test Accuracy: 76.26%
Epoch [13/100], Training Loss: 0.5780, Training Accuracy: 79.42%, Test Accuracy: 76.26%
Epoch [14/100], Training Loss: 0.5585, Training Accuracy: 81.12%, Test Accuracy: 78.54%
Epoch [15/100], Training Loss: 0.5428, Training Accuracy: 82.13%, Test Accuracy: 81.06%
Epoch [16/100], Training Loss: 0.5265, Training Accuracy: 82.89%, Test Accuracy: 83.08%
Epoch [17/100], Training Loss: 0.5104, Training Accuracy: 83.84%, Test Accuracy: 84.85%
Epoch [18/100], Training Loss: 0.4977, Training Accuracy: 84.60%, Test Accuracy: 84.85%
Epoch [19/100], Training Loss: 0.4906, Training Accuracy: 84.85%, Test Accuracy: 84.34%
Epoch [20/100], Training Loss: 0.4848, Training Accuracy: 83.84%, Test Accuracy: 85.10%
Epoch [21/100], Training Loss: 0.4753, Training Accuracy: 85.86%, Test Accuracy: 84.60%
Epoch [22/100], Training Loss: 0.4646, Training Accuracy: 86.49%, Test Accuracy: 86.11%
Epoch [23/100], Training Loss: 0.4604, Training Accuracy: 87.50%, Test Accuracy: 86.62%
Epoch [24/100], Training Loss: 0.4565, Training Accuracy: 86.99%, Test Accuracy: 86.62%
Epoch [25/100], Training Loss: 0.4483, Training Accuracy: 87.82%, Test Accuracy: 86.87%
Epoch [26/100], Training Loss: 0.4418, Training Accuracy: 88.38%, Test Accuracy: 86.87%
Epoch [27/100], Training Loss: 0.4409, Training Accuracy: 88.89%, Test Accuracy: 86.87%
Epoch [28/100], Training Loss: 0.4352, Training Accuracy: 88.26%, Test Accuracy: 87.88%
Epoch [29/100], Training Loss: 0.4366, Training Accuracy: 88.45%, Test Accuracy: 86.87%
Epoch [30/100], Training Loss: 0.4341, Training Accuracy: 88.70%, Test Accuracy: 87.88%
Epoch [31/100], Training Loss: 0.4303, Training Accuracy: 89.27%, Test Accuracy: 87.63%
Epoch [32/100], Training Loss: 0.4274, Training Accuracy: 89.39%, Test Accuracy: 88.13%
Epoch [33/100], Training Loss: 0.4232, Training Accuracy: 89.52%, Test Accuracy: 87.37%
Epoch [34/100], Training Loss: 0.4219, Training Accuracy: 89.84%, Test Accuracy: 87.37%
Epoch [35/100], Training Loss: 0.4175, Training Accuracy: 90.34%, Test Accuracy: 87.88%
Epoch [36/100], Training Loss: 0.4165, Training Accuracy: 90.21%, Test Accuracy: 87.37%
Epoch [37/100], Training Loss: 0.4137, Training Accuracy: 90.72%, Test Accuracy: 88.64%
Epoch [38/100], Training Loss: 0.4133, Training Accuracy: 90.91%, Test Accuracy: 88.38%
Epoch [39/100], Training Loss: 0.4107, Training Accuracy: 90.66%, Test Accuracy: 88.89%
Epoch [40/100], Training Loss: 0.4154, Training Accuracy: 90.34%, Test Accuracy: 88.64%
Epoch [41/100], Training Loss: 0.4066, Training Accuracy: 91.92%, Test Accuracy: 88.64%
Epoch [42/100], Training Loss: 0.4093, Training Accuracy: 90.91%, Test Accuracy: 88.38%
Epoch [43/100], Training Loss: 0.4065, Training Accuracy: 91.48%, Test Accuracy: 88.38%
Epoch [44/100], Training Loss: 0.4039, Training Accuracy: 91.86%, Test Accuracy: 88.64%
Epoch [45/100], Training Loss: 0.4029, Training Accuracy: 91.60%, Test Accuracy: 89.39%
Epoch [46/100], Training Loss: 0.3997, Training Accuracy: 92.05%, Test Accuracy: 89.14%
Epoch [47/100], Training Loss: 0.3968, Training Accuracy: 92.42%, Test Accuracy: 88.89%
Epoch [48/100], Training Loss: 0.3975, Training Accuracy: 92.05%, Test Accuracy: 89.65%
Epoch [49/100], Training Loss: 0.3964, Training Accuracy: 92.17%, Test Accuracy: 89.65%
Epoch [50/100], Training Loss: 0.3986, Training Accuracy: 91.98%, Test Accuracy: 90.40%
Epoch [51/100], Training Loss: 0.3918, Training Accuracy: 92.99%, Test Accuracy: 90.15%
Epoch [52/100], Training Loss: 0.3913, Training Accuracy: 92.87%, Test Accuracy: 89.14%
Epoch [53/100], Training Loss: 0.3918, Training Accuracy: 92.49%, Test Accuracy: 90.15%
Epoch [54/100], Training Loss: 0.3909, Training Accuracy: 92.87%, Test Accuracy: 89.90%
Epoch [55/100], Training Loss: 0.3909, Training Accuracy: 92.99%, Test Accuracy: 90.66%
Epoch [56/100], Training Loss: 0.3921, Training Accuracy: 92.93%, Test Accuracy: 90.66%
Epoch [57/100], Training Loss: 0.3875, Training Accuracy: 92.80%, Test Accuracy: 91.16%
Epoch [58/100], Training Loss: 0.3861, Training Accuracy: 93.24%, Test Accuracy: 90.40%
Epoch [59/100], Training Loss: 0.3852, Training Accuracy: 93.18%, Test Accuracy: 89.14%
Epoch [60/100], Training Loss: 0.3858, Training Accuracy: 93.12%, Test Accuracy: 90.66%
Epoch [61/100], Training Loss: 0.3819, Training Accuracy: 93.56%, Test Accuracy: 90.66%
Epoch [62/100], Training Loss: 0.3811, Training Accuracy: 93.56%, Test Accuracy: 90.40%
Epoch [63/100], Training Loss: 0.3807, Training Accuracy: 93.62%, Test Accuracy: 90.66%
Epoch [64/100], Training Loss: 0.3797, Training Accuracy: 93.37%, Test Accuracy: 90.40%
Epoch [65/100], Training Loss: 0.3824, Training Accuracy: 93.37%, Test Accuracy: 90.66%
Epoch [66/100], Training Loss: 0.3808, Training Accuracy: 93.81%, Test Accuracy: 90.40%
Epoch [67/100], Training Loss: 0.3763, Training Accuracy: 94.00%, Test Accuracy: 90.66%
Epoch [68/100], Training Loss: 0.3807, Training Accuracy: 94.07%, Test Accuracy: 88.89%
Epoch [69/100], Training Loss: 0.3791, Training Accuracy: 93.75%, Test Accuracy: 89.39%
Epoch [70/100], Training Loss: 0.3755, Training Accuracy: 94.07%, Test Accuracy: 90.40%
Epoch [71/100], Training Loss: 0.3741, Training Accuracy: 94.32%, Test Accuracy: 90.66%
Epoch [72/100], Training Loss: 0.3735, Training Accuracy: 94.51%, Test Accuracy: 90.66%
Epoch [73/100], Training Loss: 0.3744, Training Accuracy: 94.13%, Test Accuracy: 90.15%
Epoch [74/100], Training Loss: 0.3712, Training Accuracy: 94.38%, Test Accuracy: 90.66%
Epoch [75/100], Training Loss: 0.3722, Training Accuracy: 94.44%, Test Accuracy: 90.40%
Epoch [76/100], Training Loss: 0.3680, Training Accuracy: 95.08%, Test Accuracy: 90.66%
Epoch [77/100], Training Loss: 0.3704, Training Accuracy: 94.44%, Test Accuracy: 91.16%
Epoch [78/100], Training Loss: 0.3722, Training Accuracy: 94.32%, Test Accuracy: 90.66%
Epoch [79/100], Training Loss: 0.3709, Training Accuracy: 94.57%, Test Accuracy: 89.39%
Epoch [80/100], Training Loss: 0.3749, Training Accuracy: 94.26%, Test Accuracy: 90.91%
Epoch [81/100], Training Loss: 0.3715, Training Accuracy: 94.70%, Test Accuracy: 90.40%
Epoch [82/100], Training Loss: 0.3668, Training Accuracy: 95.14%, Test Accuracy: 90.91%
Epoch [83/100], Training Loss: 0.3659, Training Accuracy: 95.14%, Test Accuracy: 90.40%
Epoch [84/100], Training Loss: 0.3643, Training Accuracy: 95.33%, Test Accuracy: 90.15%
Epoch [85/100], Training Loss: 0.3668, Training Accuracy: 94.95%, Test Accuracy: 90.91%
Epoch [86/100], Training Loss: 0.3668, Training Accuracy: 95.08%, Test Accuracy: 90.15%
Epoch [87/100], Training Loss: 0.3689, Training Accuracy: 94.63%, Test Accuracy: 90.40%
Epoch [88/100], Training Loss: 0.3655, Training Accuracy: 95.45%, Test Accuracy: 90.66%
Epoch [89/100], Training Loss: 0.3622, Training Accuracy: 95.45%, Test Accuracy: 90.15%
Epoch [90/100], Training Loss: 0.3625, Training Accuracy: 95.14%, Test Accuracy: 90.40%
Epoch [91/100], Training Loss: 0.3629, Training Accuracy: 95.33%, Test Accuracy: 91.16%
Epoch [92/100], Training Loss: 0.3610, Training Accuracy: 95.64%, Test Accuracy: 90.91%
Epoch [93/100], Training Loss: 0.3596, Training Accuracy: 95.90%, Test Accuracy: 91.16%
Epoch [94/100], Training Loss: 0.3611, Training Accuracy: 95.52%, Test Accuracy: 90.91%
Epoch [95/100], Training Loss: 0.3607, Training Accuracy: 95.52%, Test Accuracy: 90.66%
Epoch [96/100], Training Loss: 0.3634, Training Accuracy: 95.33%, Test Accuracy: 91.16%
Epoch [97/100], Training Loss: 0.3599, Training Accuracy: 95.52%, Test Accuracy: 90.91%
Epoch [98/100], Training Loss: 0.3601, Training Accuracy: 95.77%, Test Accuracy: 90.91%
Epoch [99/100], Training Loss: 0.3589, Training Accuracy: 95.58%, Test Accuracy: 90.91%
Epoch [100/100], Training Loss: 0.3624, Training Accuracy: 95.45%, Test Accuracy: 90.15%
Finished Training
Final Evaluation: Precision: 0.9018, Recall: 0.9015, F1 Score: 0.9016, Accuracy: 0.9015
Fold 3/5
Epoch [1/100], Training Loss: 0.6888, Training Accuracy: 55.68%, Test Accuracy: 57.32%
Epoch [2/100], Training Loss: 0.6861, Training Accuracy: 55.68%, Test Accuracy: 57.32%
Epoch [3/100], Training Loss: 0.6829, Training Accuracy: 55.68%, Test Accuracy: 57.32%
Epoch [4/100], Training Loss: 0.6790, Training Accuracy: 55.68%, Test Accuracy: 57.32%
Epoch [5/100], Training Loss: 0.6740, Training Accuracy: 55.87%, Test Accuracy: 57.32%
Epoch [6/100], Training Loss: 0.6684, Training Accuracy: 56.50%, Test Accuracy: 57.83%
Epoch [7/100], Training Loss: 0.6603, Training Accuracy: 57.70%, Test Accuracy: 65.91%
Epoch [8/100], Training Loss: 0.6511, Training Accuracy: 64.33%, Test Accuracy: 73.23%
Epoch [9/100], Training Loss: 0.6400, Training Accuracy: 70.27%, Test Accuracy: 79.04%
Epoch [10/100], Training Loss: 0.6273, Training Accuracy: 72.98%, Test Accuracy: 79.80%
Epoch [11/100], Training Loss: 0.6121, Training Accuracy: 77.15%, Test Accuracy: 79.55%
Epoch [12/100], Training Loss: 0.5928, Training Accuracy: 79.99%, Test Accuracy: 83.08%
Epoch [13/100], Training Loss: 0.5702, Training Accuracy: 80.74%, Test Accuracy: 83.33%
Epoch [14/100], Training Loss: 0.5507, Training Accuracy: 81.88%, Test Accuracy: 86.11%
Epoch [15/100], Training Loss: 0.5335, Training Accuracy: 82.89%, Test Accuracy: 85.10%
Epoch [16/100], Training Loss: 0.5152, Training Accuracy: 83.65%, Test Accuracy: 85.61%
Epoch [17/100], Training Loss: 0.5023, Training Accuracy: 84.72%, Test Accuracy: 86.11%
Epoch [18/100], Training Loss: 0.4898, Training Accuracy: 85.16%, Test Accuracy: 86.36%
Epoch [19/100], Training Loss: 0.4829, Training Accuracy: 85.54%, Test Accuracy: 86.11%
Epoch [20/100], Training Loss: 0.4765, Training Accuracy: 85.35%, Test Accuracy: 87.12%
Epoch [21/100], Training Loss: 0.4672, Training Accuracy: 86.36%, Test Accuracy: 87.37%
Epoch [22/100], Training Loss: 0.4581, Training Accuracy: 87.82%, Test Accuracy: 85.10%
Epoch [23/100], Training Loss: 0.4516, Training Accuracy: 88.01%, Test Accuracy: 87.88%
Epoch [24/100], Training Loss: 0.4484, Training Accuracy: 87.63%, Test Accuracy: 87.63%
Epoch [25/100], Training Loss: 0.4455, Training Accuracy: 87.56%, Test Accuracy: 88.13%
Epoch [26/100], Training Loss: 0.4424, Training Accuracy: 88.07%, Test Accuracy: 89.14%
Epoch [27/100], Training Loss: 0.4352, Training Accuracy: 88.76%, Test Accuracy: 88.38%
Epoch [28/100], Training Loss: 0.4337, Training Accuracy: 89.20%, Test Accuracy: 88.38%
Epoch [29/100], Training Loss: 0.4335, Training Accuracy: 89.08%, Test Accuracy: 89.14%
Epoch [30/100], Training Loss: 0.4305, Training Accuracy: 88.89%, Test Accuracy: 89.14%
Epoch [31/100], Training Loss: 0.4271, Training Accuracy: 89.27%, Test Accuracy: 89.14%
Epoch [32/100], Training Loss: 0.4237, Training Accuracy: 90.15%, Test Accuracy: 89.14%
Epoch [33/100], Training Loss: 0.4262, Training Accuracy: 89.71%, Test Accuracy: 88.89%
Epoch [34/100], Training Loss: 0.4195, Training Accuracy: 89.96%, Test Accuracy: 88.89%
Epoch [35/100], Training Loss: 0.4184, Training Accuracy: 90.28%, Test Accuracy: 89.39%
Epoch [36/100], Training Loss: 0.4141, Training Accuracy: 90.59%, Test Accuracy: 89.14%
Epoch [37/100], Training Loss: 0.4137, Training Accuracy: 90.47%, Test Accuracy: 89.65%
Epoch [38/100], Training Loss: 0.4104, Training Accuracy: 91.16%, Test Accuracy: 89.14%
Epoch [39/100], Training Loss: 0.4087, Training Accuracy: 91.16%, Test Accuracy: 89.65%
Epoch [40/100], Training Loss: 0.4084, Training Accuracy: 91.29%, Test Accuracy: 89.39%
Epoch [41/100], Training Loss: 0.4039, Training Accuracy: 91.22%, Test Accuracy: 90.15%
Epoch [42/100], Training Loss: 0.4058, Training Accuracy: 91.67%, Test Accuracy: 90.66%
Epoch [43/100], Training Loss: 0.4048, Training Accuracy: 91.73%, Test Accuracy: 88.38%
Epoch [44/100], Training Loss: 0.4031, Training Accuracy: 91.41%, Test Accuracy: 89.39%
Epoch [45/100], Training Loss: 0.4001, Training Accuracy: 91.79%, Test Accuracy: 89.14%
Epoch [46/100], Training Loss: 0.3982, Training Accuracy: 92.05%, Test Accuracy: 89.14%
Epoch [47/100], Training Loss: 0.3960, Training Accuracy: 92.30%, Test Accuracy: 91.16%
Epoch [48/100], Training Loss: 0.3925, Training Accuracy: 92.80%, Test Accuracy: 90.66%
Epoch [49/100], Training Loss: 0.3937, Training Accuracy: 92.42%, Test Accuracy: 89.39%
Epoch [50/100], Training Loss: 0.3896, Training Accuracy: 92.93%, Test Accuracy: 89.65%
Epoch [51/100], Training Loss: 0.3903, Training Accuracy: 92.93%, Test Accuracy: 89.39%
Epoch [52/100], Training Loss: 0.3886, Training Accuracy: 92.87%, Test Accuracy: 89.14%
Epoch [53/100], Training Loss: 0.3902, Training Accuracy: 92.93%, Test Accuracy: 89.39%
Epoch [54/100], Training Loss: 0.3901, Training Accuracy: 93.18%, Test Accuracy: 90.91%
Epoch [55/100], Training Loss: 0.3873, Training Accuracy: 93.06%, Test Accuracy: 90.91%
Epoch [56/100], Training Loss: 0.3856, Training Accuracy: 93.18%, Test Accuracy: 90.15%
Epoch [57/100], Training Loss: 0.3824, Training Accuracy: 93.37%, Test Accuracy: 90.40%
Epoch [58/100], Training Loss: 0.3799, Training Accuracy: 94.19%, Test Accuracy: 89.65%
Epoch [59/100], Training Loss: 0.3791, Training Accuracy: 93.94%, Test Accuracy: 89.90%
Epoch [60/100], Training Loss: 0.3768, Training Accuracy: 94.44%, Test Accuracy: 89.39%
Epoch [61/100], Training Loss: 0.3805, Training Accuracy: 93.50%, Test Accuracy: 91.16%
Epoch [62/100], Training Loss: 0.3800, Training Accuracy: 94.19%, Test Accuracy: 91.67%
Epoch [63/100], Training Loss: 0.3752, Training Accuracy: 94.63%, Test Accuracy: 89.65%
Epoch [64/100], Training Loss: 0.3749, Training Accuracy: 94.63%, Test Accuracy: 89.39%
Epoch [65/100], Training Loss: 0.3765, Training Accuracy: 94.44%, Test Accuracy: 91.67%
Epoch [66/100], Training Loss: 0.3775, Training Accuracy: 94.32%, Test Accuracy: 89.14%
Epoch [67/100], Training Loss: 0.3723, Training Accuracy: 94.76%, Test Accuracy: 91.16%
Epoch [68/100], Training Loss: 0.3743, Training Accuracy: 94.38%, Test Accuracy: 90.91%
Epoch [69/100], Training Loss: 0.3732, Training Accuracy: 94.44%, Test Accuracy: 90.40%
Epoch [70/100], Training Loss: 0.3742, Training Accuracy: 94.26%, Test Accuracy: 90.66%
Epoch [71/100], Training Loss: 0.3762, Training Accuracy: 94.07%, Test Accuracy: 91.41%
Epoch [72/100], Training Loss: 0.3691, Training Accuracy: 94.70%, Test Accuracy: 89.90%
Epoch [73/100], Training Loss: 0.3687, Training Accuracy: 95.01%, Test Accuracy: 90.66%
Epoch [74/100], Training Loss: 0.3699, Training Accuracy: 94.76%, Test Accuracy: 90.66%
Epoch [75/100], Training Loss: 0.3682, Training Accuracy: 94.95%, Test Accuracy: 90.91%
