==========================================
SLURM_JOB_ID = 7602528
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/22.05.9.p2
Loading slurm/22.05.9.p2
Loading openmpi/4.1.5
+ python CNN_no_res.py /home/zhuosl/VPML/Genome_matrix/genome_matrix.csv
CNN_no_res.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN_no_res.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN_no_res.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN_no_res.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN_no_res.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN_no_res.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN_no_res.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN_no_res.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN_no_res.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN_no_res.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
torch.Size([1980, 1, 64, 66])
Epoch [28/100], Training Loss: 0.3592, Training Accuracy: 96.15%, Test Accuracy: 88.64%
Epoch [29/100], Training Loss: 0.3552, Training Accuracy: 96.46%, Test Accuracy: 88.13%
Epoch [30/100], Training Loss: 0.3569, Training Accuracy: 96.09%, Test Accuracy: 88.38%
Epoch [31/100], Training Loss: 0.3560, Training Accuracy: 96.21%, Test Accuracy: 88.38%
Epoch [32/100], Training Loss: 0.3522, Training Accuracy: 96.84%, Test Accuracy: 88.13%
Epoch [33/100], Training Loss: 0.3503, Training Accuracy: 96.91%, Test Accuracy: 87.88%
Epoch [34/100], Training Loss: 0.3511, Training Accuracy: 96.53%, Test Accuracy: 87.63%
Epoch [35/100], Training Loss: 0.3511, Training Accuracy: 96.46%, Test Accuracy: 88.13%
Epoch [36/100], Training Loss: 0.3472, Training Accuracy: 96.97%, Test Accuracy: 88.38%
Epoch [37/100], Training Loss: 0.3480, Training Accuracy: 97.03%, Test Accuracy: 88.38%
Epoch [38/100], Training Loss: 0.3477, Training Accuracy: 97.10%, Test Accuracy: 88.38%
Epoch [39/100], Training Loss: 0.3462, Training Accuracy: 97.29%, Test Accuracy: 87.63%
Epoch [40/100], Training Loss: 0.3455, Training Accuracy: 97.29%, Test Accuracy: 87.63%
Epoch [41/100], Training Loss: 0.3451, Training Accuracy: 97.29%, Test Accuracy: 87.12%
Epoch [42/100], Training Loss: 0.3414, Training Accuracy: 97.73%, Test Accuracy: 87.37%
Epoch [43/100], Training Loss: 0.3418, Training Accuracy: 97.47%, Test Accuracy: 87.37%
Epoch [44/100], Training Loss: 0.3424, Training Accuracy: 97.47%, Test Accuracy: 88.13%
Epoch [45/100], Training Loss: 0.3424, Training Accuracy: 97.47%, Test Accuracy: 87.63%
Epoch [46/100], Training Loss: 0.3415, Training Accuracy: 97.47%, Test Accuracy: 87.63%
Epoch [47/100], Training Loss: 0.3410, Training Accuracy: 97.54%, Test Accuracy: 87.88%
Epoch [48/100], Training Loss: 0.3404, Training Accuracy: 97.54%, Test Accuracy: 87.63%
Epoch [49/100], Training Loss: 0.3390, Training Accuracy: 97.66%, Test Accuracy: 87.12%
Epoch [50/100], Training Loss: 0.3387, Training Accuracy: 97.85%, Test Accuracy: 88.13%
Epoch [51/100], Training Loss: 0.3387, Training Accuracy: 97.92%, Test Accuracy: 87.88%
Epoch [52/100], Training Loss: 0.3370, Training Accuracy: 97.98%, Test Accuracy: 87.63%
Epoch [53/100], Training Loss: 0.3358, Training Accuracy: 98.17%, Test Accuracy: 87.12%
Epoch [54/100], Training Loss: 0.3363, Training Accuracy: 97.98%, Test Accuracy: 87.63%
Epoch [55/100], Training Loss: 0.3354, Training Accuracy: 98.11%, Test Accuracy: 87.63%
Epoch [56/100], Training Loss: 0.3357, Training Accuracy: 98.11%, Test Accuracy: 87.63%
Epoch [57/100], Training Loss: 0.3362, Training Accuracy: 97.92%, Test Accuracy: 88.13%
Epoch [58/100], Training Loss: 0.3356, Training Accuracy: 98.04%, Test Accuracy: 88.13%
Epoch [59/100], Training Loss: 0.3348, Training Accuracy: 98.17%, Test Accuracy: 87.63%
Epoch [60/100], Training Loss: 0.3352, Training Accuracy: 98.23%, Test Accuracy: 88.13%
Epoch [61/100], Training Loss: 0.3341, Training Accuracy: 98.11%, Test Accuracy: 88.13%
Epoch [62/100], Training Loss: 0.3344, Training Accuracy: 98.11%, Test Accuracy: 87.88%
Epoch [63/100], Training Loss: 0.3336, Training Accuracy: 98.23%, Test Accuracy: 87.88%
Epoch [64/100], Training Loss: 0.3332, Training Accuracy: 98.23%, Test Accuracy: 87.88%
Epoch [65/100], Training Loss: 0.3342, Training Accuracy: 98.17%, Test Accuracy: 88.13%
Epoch [66/100], Training Loss: 0.3334, Training Accuracy: 98.23%, Test Accuracy: 87.12%
Epoch [67/100], Training Loss: 0.3330, Training Accuracy: 98.23%, Test Accuracy: 88.13%
Epoch [68/100], Training Loss: 0.3328, Training Accuracy: 98.30%, Test Accuracy: 87.88%
Epoch [69/100], Training Loss: 0.3322, Training Accuracy: 98.36%, Test Accuracy: 87.88%
Epoch [70/100], Training Loss: 0.3324, Training Accuracy: 98.17%, Test Accuracy: 87.88%
Epoch [71/100], Training Loss: 0.3319, Training Accuracy: 98.42%, Test Accuracy: 87.88%
Epoch [72/100], Training Loss: 0.3316, Training Accuracy: 98.36%, Test Accuracy: 88.13%
Epoch [73/100], Training Loss: 0.3315, Training Accuracy: 98.36%, Test Accuracy: 87.88%
Epoch [74/100], Training Loss: 0.3312, Training Accuracy: 98.42%, Test Accuracy: 87.88%
Epoch [75/100], Training Loss: 0.3311, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [76/100], Training Loss: 0.3307, Training Accuracy: 98.42%, Test Accuracy: 87.88%
Epoch [77/100], Training Loss: 0.3308, Training Accuracy: 98.48%, Test Accuracy: 87.63%
Epoch [78/100], Training Loss: 0.3303, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [79/100], Training Loss: 0.3307, Training Accuracy: 98.42%, Test Accuracy: 87.63%
Epoch [80/100], Training Loss: 0.3304, Training Accuracy: 98.48%, Test Accuracy: 87.63%
Epoch [81/100], Training Loss: 0.3299, Training Accuracy: 98.42%, Test Accuracy: 87.63%
Epoch [82/100], Training Loss: 0.3299, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [83/100], Training Loss: 0.3307, Training Accuracy: 98.42%, Test Accuracy: 88.13%
Epoch [84/100], Training Loss: 0.3310, Training Accuracy: 98.42%, Test Accuracy: 88.13%
Epoch [85/100], Training Loss: 0.3297, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [86/100], Training Loss: 0.3299, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [87/100], Training Loss: 0.3301, Training Accuracy: 98.42%, Test Accuracy: 87.63%
Epoch [88/100], Training Loss: 0.3307, Training Accuracy: 98.42%, Test Accuracy: 88.13%
Epoch [89/100], Training Loss: 0.3296, Training Accuracy: 98.48%, Test Accuracy: 87.37%
Epoch [90/100], Training Loss: 0.3295, Training Accuracy: 98.48%, Test Accuracy: 87.63%
Epoch [91/100], Training Loss: 0.3307, Training Accuracy: 98.36%, Test Accuracy: 87.88%
Epoch [92/100], Training Loss: 0.3295, Training Accuracy: 98.48%, Test Accuracy: 88.64%
Epoch [93/100], Training Loss: 0.3295, Training Accuracy: 98.48%, Test Accuracy: 87.88%
Epoch [94/100], Training Loss: 0.3293, Training Accuracy: 98.48%, Test Accuracy: 87.12%
Epoch [95/100], Training Loss: 0.3298, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [96/100], Training Loss: 0.3303, Training Accuracy: 98.42%, Test Accuracy: 87.88%
Epoch [97/100], Training Loss: 0.3291, Training Accuracy: 98.48%, Test Accuracy: 87.88%
Epoch [98/100], Training Loss: 0.3299, Training Accuracy: 98.48%, Test Accuracy: 88.13%
Epoch [99/100], Training Loss: 0.3306, Training Accuracy: 98.36%, Test Accuracy: 88.13%
Epoch [100/100], Training Loss: 0.3295, Training Accuracy: 98.48%, Test Accuracy: 88.64%
Finished Training
Final Evaluation: Precision: 0.8865, Recall: 0.8864, F1 Score: 0.8864, Accuracy: 0.8864
Fold 2/5
Epoch [1/100], Training Loss: 0.6923, Training Accuracy: 53.16%, Test Accuracy: 57.58%
Epoch [2/100], Training Loss: 0.6794, Training Accuracy: 62.31%, Test Accuracy: 61.36%
Epoch [3/100], Training Loss: 0.6623, Training Accuracy: 64.77%, Test Accuracy: 68.43%
Epoch [4/100], Training Loss: 0.6384, Training Accuracy: 72.73%, Test Accuracy: 74.75%
Epoch [5/100], Training Loss: 0.6094, Training Accuracy: 77.90%, Test Accuracy: 75.25%
Epoch [6/100], Training Loss: 0.5792, Training Accuracy: 78.66%, Test Accuracy: 76.77%
Epoch [7/100], Training Loss: 0.5442, Training Accuracy: 81.00%, Test Accuracy: 78.79%
Epoch [8/100], Training Loss: 0.5214, Training Accuracy: 83.33%, Test Accuracy: 81.31%
Epoch [9/100], Training Loss: 0.4983, Training Accuracy: 84.03%, Test Accuracy: 84.60%
Epoch [10/100], Training Loss: 0.4782, Training Accuracy: 86.11%, Test Accuracy: 85.35%
Epoch [11/100], Training Loss: 0.4567, Training Accuracy: 87.75%, Test Accuracy: 85.35%
Epoch [12/100], Training Loss: 0.4427, Training Accuracy: 89.33%, Test Accuracy: 85.86%
Epoch [13/100], Training Loss: 0.4308, Training Accuracy: 90.09%, Test Accuracy: 86.87%
Epoch [14/100], Training Loss: 0.4236, Training Accuracy: 90.53%, Test Accuracy: 88.38%
Epoch [15/100], Training Loss: 0.4130, Training Accuracy: 91.54%, Test Accuracy: 88.89%
Epoch [16/100], Training Loss: 0.4039, Training Accuracy: 92.49%, Test Accuracy: 88.64%
Epoch [17/100], Training Loss: 0.4036, Training Accuracy: 91.86%, Test Accuracy: 88.38%
Epoch [18/100], Training Loss: 0.3965, Training Accuracy: 92.87%, Test Accuracy: 89.65%
Epoch [19/100], Training Loss: 0.3920, Training Accuracy: 93.18%, Test Accuracy: 90.15%
Epoch [20/100], Training Loss: 0.3833, Training Accuracy: 94.26%, Test Accuracy: 89.90%
Epoch [21/100], Training Loss: 0.3825, Training Accuracy: 94.32%, Test Accuracy: 89.90%
Epoch [22/100], Training Loss: 0.3757, Training Accuracy: 95.01%, Test Accuracy: 90.40%
Epoch [23/100], Training Loss: 0.3741, Training Accuracy: 94.76%, Test Accuracy: 90.15%
Epoch [24/100], Training Loss: 0.3705, Training Accuracy: 95.33%, Test Accuracy: 90.40%
Epoch [25/100], Training Loss: 0.3669, Training Accuracy: 95.58%, Test Accuracy: 90.66%
Epoch [26/100], Training Loss: 0.3670, Training Accuracy: 95.14%, Test Accuracy: 90.40%
Epoch [27/100], Training Loss: 0.3659, Training Accuracy: 95.58%, Test Accuracy: 90.15%
Epoch [28/100], Training Loss: 0.3599, Training Accuracy: 96.28%, Test Accuracy: 90.66%
Epoch [29/100], Training Loss: 0.3607, Training Accuracy: 95.83%, Test Accuracy: 90.66%
Epoch [30/100], Training Loss: 0.3575, Training Accuracy: 96.15%, Test Accuracy: 90.66%
Epoch [31/100], Training Loss: 0.3593, Training Accuracy: 95.77%, Test Accuracy: 90.40%
Epoch [32/100], Training Loss: 0.3533, Training Accuracy: 96.59%, Test Accuracy: 89.90%
Epoch [33/100], Training Loss: 0.3516, Training Accuracy: 96.84%, Test Accuracy: 90.66%
Epoch [34/100], Training Loss: 0.3543, Training Accuracy: 96.53%, Test Accuracy: 90.40%
Epoch [35/100], Training Loss: 0.3511, Training Accuracy: 96.78%, Test Accuracy: 90.66%
Epoch [36/100], Training Loss: 0.3493, Training Accuracy: 96.91%, Test Accuracy: 90.40%
Epoch [37/100], Training Loss: 0.3483, Training Accuracy: 96.91%, Test Accuracy: 89.90%
Epoch [38/100], Training Loss: 0.3486, Training Accuracy: 96.97%, Test Accuracy: 90.66%
Epoch [39/100], Training Loss: 0.3470, Training Accuracy: 97.10%, Test Accuracy: 90.15%
Epoch [40/100], Training Loss: 0.3460, Training Accuracy: 97.03%, Test Accuracy: 90.40%
Epoch [41/100], Training Loss: 0.3467, Training Accuracy: 97.10%, Test Accuracy: 91.41%
Epoch [42/100], Training Loss: 0.3431, Training Accuracy: 97.41%, Test Accuracy: 90.15%
Epoch [43/100], Training Loss: 0.3449, Training Accuracy: 96.97%, Test Accuracy: 90.66%
Epoch [44/100], Training Loss: 0.3433, Training Accuracy: 97.35%, Test Accuracy: 90.91%
Epoch [45/100], Training Loss: 0.3438, Training Accuracy: 97.29%, Test Accuracy: 90.91%
Epoch [46/100], Training Loss: 0.3427, Training Accuracy: 97.47%, Test Accuracy: 90.40%
Epoch [47/100], Training Loss: 0.3418, Training Accuracy: 97.35%, Test Accuracy: 90.40%
Epoch [48/100], Training Loss: 0.3403, Training Accuracy: 97.54%, Test Accuracy: 90.91%
Epoch [49/100], Training Loss: 0.3419, Training Accuracy: 97.41%, Test Accuracy: 90.40%
Epoch [50/100], Training Loss: 0.3411, Training Accuracy: 97.41%, Test Accuracy: 90.40%
Epoch [51/100], Training Loss: 0.3418, Training Accuracy: 97.47%, Test Accuracy: 90.66%
Epoch [52/100], Training Loss: 0.3419, Training Accuracy: 97.41%, Test Accuracy: 90.91%
Epoch [53/100], Training Loss: 0.3414, Training Accuracy: 97.41%, Test Accuracy: 90.15%
Epoch [54/100], Training Loss: 0.3406, Training Accuracy: 97.47%, Test Accuracy: 90.91%
Epoch [55/100], Training Loss: 0.3387, Training Accuracy: 97.85%, Test Accuracy: 90.40%
Epoch [56/100], Training Loss: 0.3410, Training Accuracy: 97.35%, Test Accuracy: 90.91%
Epoch [57/100], Training Loss: 0.3386, Training Accuracy: 97.66%, Test Accuracy: 90.66%
Epoch [58/100], Training Loss: 0.3392, Training Accuracy: 97.54%, Test Accuracy: 90.91%
Epoch [59/100], Training Loss: 0.3401, Training Accuracy: 97.41%, Test Accuracy: 90.91%
Epoch [60/100], Training Loss: 0.3385, Training Accuracy: 97.66%, Test Accuracy: 90.91%
Epoch [61/100], Training Loss: 0.3398, Training Accuracy: 97.29%, Test Accuracy: 90.66%
Epoch [62/100], Training Loss: 0.3375, Training Accuracy: 97.73%, Test Accuracy: 90.91%
Epoch [63/100], Training Loss: 0.3378, Training Accuracy: 97.47%, Test Accuracy: 90.91%
Epoch [64/100], Training Loss: 0.3380, Training Accuracy: 97.79%, Test Accuracy: 91.16%
Epoch [65/100], Training Loss: 0.3362, Training Accuracy: 97.85%, Test Accuracy: 90.91%
Epoch [66/100], Training Loss: 0.3370, Training Accuracy: 97.73%, Test Accuracy: 91.16%
Epoch [67/100], Training Loss: 0.3386, Training Accuracy: 97.60%, Test Accuracy: 90.91%
Epoch [68/100], Training Loss: 0.3348, Training Accuracy: 98.04%, Test Accuracy: 90.66%
Epoch [69/100], Training Loss: 0.3372, Training Accuracy: 97.66%, Test Accuracy: 91.41%
Epoch [70/100], Training Loss: 0.3360, Training Accuracy: 97.98%, Test Accuracy: 91.41%
Epoch [71/100], Training Loss: 0.3338, Training Accuracy: 97.98%, Test Accuracy: 90.66%
Epoch [72/100], Training Loss: 0.3362, Training Accuracy: 97.85%, Test Accuracy: 90.91%
Epoch [73/100], Training Loss: 0.3364, Training Accuracy: 97.73%, Test Accuracy: 90.91%
Epoch [74/100], Training Loss: 0.3354, Training Accuracy: 97.92%, Test Accuracy: 90.91%
Epoch [75/100], Training Loss: 0.3348, Training Accuracy: 97.92%, Test Accuracy: 91.16%
Epoch [76/100], Training Loss: 0.3357, Training Accuracy: 97.92%, Test Accuracy: 90.66%
Epoch [77/100], Training Loss: 0.3357, Training Accuracy: 97.85%, Test Accuracy: 90.66%
Epoch [78/100], Training Loss: 0.3357, Training Accuracy: 97.92%, Test Accuracy: 90.91%
Epoch [79/100], Training Loss: 0.3363, Training Accuracy: 97.85%, Test Accuracy: 90.66%
Epoch [80/100], Training Loss: 0.3336, Training Accuracy: 98.11%, Test Accuracy: 90.91%
Epoch [81/100], Training Loss: 0.3360, Training Accuracy: 97.73%, Test Accuracy: 90.66%
Epoch [82/100], Training Loss: 0.3362, Training Accuracy: 97.73%, Test Accuracy: 90.91%
Epoch [83/100], Training Loss: 0.3349, Training Accuracy: 97.79%, Test Accuracy: 90.91%
Epoch [84/100], Training Loss: 0.3339, Training Accuracy: 97.98%, Test Accuracy: 91.41%
Epoch [85/100], Training Loss: 0.3352, Training Accuracy: 98.04%, Test Accuracy: 90.66%
Epoch [86/100], Training Loss: 0.3341, Training Accuracy: 97.98%, Test Accuracy: 91.41%
Epoch [87/100], Training Loss: 0.3346, Training Accuracy: 97.73%, Test Accuracy: 90.91%
Epoch [88/100], Training Loss: 0.3347, Training Accuracy: 97.92%, Test Accuracy: 91.16%
Epoch [89/100], Training Loss: 0.3340, Training Accuracy: 97.92%, Test Accuracy: 90.66%
Epoch [90/100], Training Loss: 0.3347, Training Accuracy: 97.79%, Test Accuracy: 90.91%
Epoch [91/100], Training Loss: 0.3341, Training Accuracy: 97.92%, Test Accuracy: 90.66%
Epoch [92/100], Training Loss: 0.3342, Training Accuracy: 97.73%, Test Accuracy: 90.91%
Epoch [93/100], Training Loss: 0.3336, Training Accuracy: 97.98%, Test Accuracy: 90.91%
Epoch [94/100], Training Loss: 0.3338, Training Accuracy: 97.92%, Test Accuracy: 91.16%
Epoch [95/100], Training Loss: 0.3342, Training Accuracy: 97.85%, Test Accuracy: 90.66%
Epoch [96/100], Training Loss: 0.3334, Training Accuracy: 97.85%, Test Accuracy: 90.91%
Epoch [97/100], Training Loss: 0.3329, Training Accuracy: 98.17%, Test Accuracy: 90.91%
Epoch [98/100], Training Loss: 0.3326, Training Accuracy: 98.23%, Test Accuracy: 90.91%
Epoch [99/100], Training Loss: 0.3332, Training Accuracy: 97.92%, Test Accuracy: 90.66%
Epoch [100/100], Training Loss: 0.3337, Training Accuracy: 97.79%, Test Accuracy: 90.91%
Finished Training
Final Evaluation: Precision: 0.9094, Recall: 0.9091, F1 Score: 0.9089, Accuracy: 0.9091
Fold 3/5
Epoch [1/100], Training Loss: 0.6920, Training Accuracy: 51.39%, Test Accuracy: 52.27%
Epoch [2/100], Training Loss: 0.6756, Training Accuracy: 64.65%, Test Accuracy: 60.86%
Epoch [3/100], Training Loss: 0.6548, Training Accuracy: 67.99%, Test Accuracy: 70.96%
Epoch [4/100], Training Loss: 0.6277, Training Accuracy: 73.48%, Test Accuracy: 81.06%
Epoch [5/100], Training Loss: 0.5946, Training Accuracy: 78.22%, Test Accuracy: 81.57%
Epoch [6/100], Training Loss: 0.5567, Training Accuracy: 81.31%, Test Accuracy: 81.82%
Epoch [7/100], Training Loss: 0.5252, Training Accuracy: 83.08%, Test Accuracy: 83.08%
Epoch [8/100], Training Loss: 0.5018, Training Accuracy: 83.84%, Test Accuracy: 85.10%
Epoch [9/100], Training Loss: 0.4711, Training Accuracy: 87.25%, Test Accuracy: 84.09%
Epoch [10/100], Training Loss: 0.4502, Training Accuracy: 88.64%, Test Accuracy: 85.10%
Epoch [11/100], Training Loss: 0.4387, Training Accuracy: 89.14%, Test Accuracy: 84.60%
Epoch [12/100], Training Loss: 0.4312, Training Accuracy: 89.33%, Test Accuracy: 85.35%
Epoch [13/100], Training Loss: 0.4172, Training Accuracy: 90.47%, Test Accuracy: 86.11%
Epoch [14/100], Training Loss: 0.4094, Training Accuracy: 91.35%, Test Accuracy: 85.61%
Epoch [15/100], Training Loss: 0.4046, Training Accuracy: 91.67%, Test Accuracy: 86.87%
Epoch [16/100], Training Loss: 0.3930, Training Accuracy: 93.24%, Test Accuracy: 85.86%
Epoch [17/100], Training Loss: 0.3883, Training Accuracy: 93.50%, Test Accuracy: 87.37%
Epoch [18/100], Training Loss: 0.3850, Training Accuracy: 93.37%, Test Accuracy: 88.38%
Epoch [19/100], Training Loss: 0.3791, Training Accuracy: 94.44%, Test Accuracy: 88.13%
Epoch [20/100], Training Loss: 0.3749, Training Accuracy: 95.01%, Test Accuracy: 89.14%
Epoch [21/100], Training Loss: 0.3713, Training Accuracy: 95.27%, Test Accuracy: 88.89%
Epoch [22/100], Training Loss: 0.3675, Training Accuracy: 95.58%, Test Accuracy: 89.14%
Epoch [23/100], Training Loss: 0.3641, Training Accuracy: 95.83%, Test Accuracy: 89.14%
Epoch [24/100], Training Loss: 0.3623, Training Accuracy: 95.90%, Test Accuracy: 89.14%
Epoch [25/100], Training Loss: 0.3617, Training Accuracy: 96.02%, Test Accuracy: 88.89%
Epoch [26/100], Training Loss: 0.3582, Training Accuracy: 96.40%, Test Accuracy: 88.89%
Epoch [27/100], Training Loss: 0.3576, Training Accuracy: 96.40%, Test Accuracy: 89.39%
